a,b,15 roots, , , , , , , , , , , , , , , , , , , ,16 roots, , , , , , , , , , , , , , , , , , , 
-4.0,-4.0,3.7165492115548586,-0.25519038651184434, , , , , , , , , , , , , , , , , , ,3.7353080193296773,-0.5265475136317226,-0.27824375181671207, , , , , , , , , , , , , , , , , 
-4.0,-3.9,3.6236393516089445,-0.255823792944433, , , , , , , , , , , , , , , , , , ,3.6419292237950884,-0.5279828354127879,-0.27775874956280694, , , , , , , , , , , , , , , , , 
-4.0,-3.8,3.530730522876678,-0.2564731034646903, , , , , , , , , , , , , , , , , , ,3.548551468694134,-0.5294632682864944,-0.27726673705932053, , , , , , , , , , , , , , , , , 
-4.0,-3.7,3.437823066868407,-0.25713909161409365, , , , , , , , , , , , , , , , , , ,3.455175098590328,-0.5309919722318156,-0.27676748542677426, , , , , , , , , , , , , , , , , 
-4.0,-3.6,3.3449174521956713,-0.2578225835320367, , , , , , , , , , , , , , , , , , ,3.3618005862845264,-0.5325724786503745,-0.2762607501509332, , , , , , , , , , , , , , , , , 
-4.0,-3.5,3.252014327398386,-0.25852447055683864, , , , , , , , , , , , , , , , , , ,3.268428586114054,-0.5342087473742789,-0.27574627700669624, , , , , , , , , , , , , , , , , 
-4.0,-3.4,3.159114598160795,-0.25924571049138195, , , , , , , , , , , , , , , , , , ,3.175060011858629,-0.5359052499219554,-0.2752237984495265, , , , , , , , , , , , , , , , , 
-4.0,-3.3,3.0662195413631896,-0.6246294970764855,-0.599213108436145,-0.25998733417817826, , , , , , , , , , , , , , , , ,3.081696151810609,-0.5376670623027746,-0.27469303120262156, , , , , , , , , , , , , , , , , 
-4.0,-3.2,2.9733309754047896,-0.6334856511105297,-0.5915996315029958,-0.26075045939184055, , , , , , , , , , , , , , , , ,2.988338840618386,-0.539499995790945,-0.27415367429098997, , , , , , , , , , , , , , , , , 
-4.0,-3.1,2.8804515175182392,-0.6403051535036787,-0.5861366385453703,-0.26153629368352205, , , , , , , , , , , , , , , , ,2.89499071889693,-0.5414107379492711,-0.273605415219502, , , , , , , , , , , , , , , , , 
-4.0,-3.0,2.787584977247748,-0.646348244110088,-0.5815824211433515,-0.2623461472154166, , , , , , , , , , , , , , , , ,2.8016556302138174,-0.5434070599816587,-0.27304792048124515, , , , , , , , , , , , , , , , , 
-4.0,-2.9,2.6947369658199745,-0.6520264167341266,-0.5775487031990622,-0.26318144265788557, , , , , , , , , , , , , , , , ,2.7083392358869487,-0.5454980865550119,-0.2724808347573978, , , , , , , , , , , , , , , , , 
-4.0,-2.8,2.6019158523824064,-0.6575513448279103,-0.5738534171117615,-0.2640437360186654, , , , , , , , , , , , , , , , ,2.615049979724913,-0.5476946339181806,-0.27190378523919045, , , , , , , , , , , , , , , , , 
-4.0,-2.7,2.509134285053486,-0.6630646098462513,-0.5703935542101185,-0.26493471503911803, , , , , , , , , , , , , , , , ,2.5218006225689695,-0.550009697233355,-0.2713163742001007, , , , , , , , , , , , , , , , , 
