a,b,15 roots, , , , , , , , , , , , , , , , , , , ,16 roots, , , , , , , , , , , , , , , , , , , 
-4.0,-4.0,3.7163154912795866, , , , , , , , , , , , , , , , , , , ,3.7351028043976653, , , , , , , , , , , , , , , , , , , 
-4.0,-3.9,3.623408679382826, , , , , , , , , , , , , , , , , , , ,3.6417263197259846, , , , , , , , , , , , , , , , , , , 
-4.0,-3.8,3.530502190172217, , , , , , , , , , , , , , , , , , , ,3.548350160756997, , , , , , , , , , , , , , , , , , , 
-4.0,-3.7,3.437596141864438, , , , , , , , , , , , , , , , , , , ,3.454974446812452, , , , , , , , , , , , , , , , , , , 
-4.0,-3.6,3.344690701032779, , , , , , , , , , , , , , , , , , , ,3.3615993460227593, , , , , , , , , , , , , , , , , , , 
-4.0,-3.5,3.251786104580981, , , , , , , , , , , , , , , , , , , ,3.268225097506113, , , , , , , , , , , , , , , , , , , 
-4.0,-3.4,3.1588826927619262, , , , , , , , , , , , , , , , , , , ,3.174852044695866, , , , , , , , , , , , , , , , , , , 
-4.0,-3.3,3.0659809593601897, , , , , , , , , , , , , , , , , , , ,3.0814806859919486, , , , , , , , , , , , , , , , , , , 
-4.0,-3.2,2.973081628880026, , , , , , , , , , , , , , , , , , , ,2.9881117526700494, , , , , , , , , , , , , , , , , , , 
-4.0,-3.1,2.88018577678511, , , , , , , , , , , , , , , , , , , ,2.8947463302445637, , , , , , , , , , , , , , , , , , , 
-4.0,-3.0,2.7872950193252093, , , , , , , , , , , , , , , , , , , ,2.8013860500678294, , , , , , , , , , , , , , , , , , , 
-4.0,-2.9,2.6944118174877123, , , , , , , , , , , , , , , , , , , ,2.7080333961187297, , , , , , , , , , , , , , , , , , , 
-4.0,-2.8,2.6015399709959235, , , , , , , , , , , , , , , , , , , ,2.614692203608531, , , , , , , , , , , , , , , , , , , 
-4.0,-2.7,2.5086854338661384, , , , , , , , , , , , , , , , , , , ,2.5213684821368494, , , , , , , , , , , , , , , , , , , 
-4.0,-2.6,2.4158576830792726, , , , , , , , , , , , , , , , , , , ,2.4280717970952472, , , , , , , , , , , , , , , , , , , 
-4.0,-2.5,2.3230720547257833, , , , , , , , , , , , , , , , , , , ,2.3348176274898824, , , , , , , , , , , , , , , , , , , 
-4.0,-2.4,2.2303538004589414, , , , , , , , , , , , , , , , , , , ,2.2416314598877807, , , , , , , , , , , , , , , , , , , 
