a,b,15 roots, , , , , , , , , , , , , , , , , , , ,16 roots, , , , , , , , , , , , , , , , , , , 
-4.0,-4.0,3.7334005556494, , , , , , , , , , , , , , , , , , , ,3.7519039742385853, , , , , , , , , , , , , , , , , , , 
-4.0,-3.9,3.641889042577188, , , , , , , , , , , , , , , , , , , ,3.6599423795477337, , , , , , , , , , , , , , , , , , , 
-4.0,-3.8,3.550570603941982, , , , , , , , , , , , , , , , , , , ,3.568175178552316, , , , , , , , , , , , , , , , , , , 
-4.0,-3.7,3.459475459628517, , , , , , , , , , , , , , , , , , , ,3.4766327957513345, , , , , , , , , , , , , , , , , , , 
-4.0,-3.6,3.368639194541956, , , , , , , , , , , , , , , , , , , ,3.385351056263384, , , , , , , , , , , , , , , , , , , 
-4.0,-3.5,3.278103774897475, , , , , , , , , , , , , , , , , , , ,3.294372208571546, , , , , , , , , , , , , , , , , , , 
-4.0,-3.4,3.1879187487020273, , , , , , , , , , , , , , , , , , , ,3.2037461325085683, , , , , , , , , , , , , , , , , , , 
-4.0,-3.3,3.0981426522132773, , , , , , , , , , , , , , , , , , , ,3.113531754330931, , , , , , , , , , , , , , , , , , , 
-4.0,-3.2,3.0088446385684335, , , , , , , , , , , , , , , , , , , ,3.0237986850711573, , , , , , , , , , , , , , , , , , , 
-4.0,-3.1,2.92010633271744, , , , , , , , , , , , , , , , , , , ,2.934629086182076, , , , , , , , , , , , , , , , , , , 
-4.0,-3.0,2.8320238947932452, , , , , , , , , , , , , , , , , , , ,2.8461197442974857, , , , , , , , , , , , , , , , , , , 
-4.0,-2.9,2.744710237597163, , , , , , , , , , , , , , , , , , , ,2.7583843002001984, , , , , , , , , , , , , , , , , , , 
-4.0,-2.8,2.6582972877662367, , , , , , , , , , , , , , , , , , , ,2.671555520588579, , , , , , , , , , , , , , , , , , , 
-4.0,-2.7,2.572938099639186, , , , , , , , , , , , , , , , , , , ,2.585787420185761, , , , , , , , , , , , , , , , , , , 
-4.0,-2.6,2.4888085239666182, , , , , , , , , , , , , , , , , , , ,2.5012569342973965, , , , , , , , , , , , , , , , , , , 
-4.0,-2.5,2.4061080058633215, , , , , , , , , , , , , , , , , , , ,2.4181647136452873, , , , , , , , , , , , , , , , , , , 
-4.0,-2.4,2.325058956988628, , , , , , , , , , , , , , , , , , , ,2.3367344835978465, , , , , , , , , , , , , , , , , , , 
-4.0,-2.3,2.245904055809881, , , , , , , , , , , , , , , , , , , ,2.2572103190274557, , , , , , , , , , , , , , , , , , , 
-4.0,-2.2,2.168900840585807, , , , , , , , , , , , , , , , , , , ,2.1798511979135906, , , , , , , , , , , , , , , , , , , 
-4.0,-2.1,2.0943131505021255, , , , , , , , , , , , , , , , , , , ,2.1049223897915574, , , , , , , , , , , , , , , , , , , 
-4.0,-2.0,2.0223994034859154, , , , , , , , , , , , , , , , , , , ,2.0326836713403518, , , , , , , , , , , , , , , , , , , 
-4.0,-1.9,1.9533983692520662, , , , , , , , , , , , , , , , , , , ,1.9633750347112298, , , , , , , , , , , , , , , , , , , 
-4.0,-1.7999999999999998,1.8875138776916076, , , , , , , , , , , , , , , , , , , ,1.897201337962836, , , , , , , , , , , , , , , , , , , 
-4.0,-1.7000000000000002,1.8249005428576743, , , , , , , , , , , , , , , , , , , ,1.8343179870028496, , , , , , , , , , , , , , , , , , , 
-4.0,-1.6,1.765652781997371, , , , , , , , , , , , , , , , , , , ,1.7748199347435425, , , , , , , , , , , , , , , , , , , 
-4.0,-1.5,1.7097989795738329, , , , , , , , , , , , , , , , , , , ,1.718735848888789, , , , , , , , , , , , , , , , , , , 
-4.0,-1.4,1.65730165447162, , , , , , , , , , , , , , , , , , , ,1.6660283031825827, , , , , , , , , , , , , , , , , , , 
-4.0,-1.2999999999999998,1.6080632618809765, , , , , , , , , , , , , , , , , , , ,1.61659961713546, , , , , , , , , , , , , , , , , , , 
-4.0,-1.2000000000000002,1.5619362275199289, , , , , , , , , , , , , , , , , , , ,1.570301934709299, , , , , , , , , , , , , , , , , , , 
-4.0,-1.1,1.51873527834397, , , , , , , , , , , , , , , , , , , ,1.5269496001359975, , , , , , , , , , , , , , , , , , , 
