a,b,15 roots, , , , , , , , , , , , , , , , , , , ,16 roots, , , , , , , , , , , , , , , , , , , 
-4.0,-4.0,3.9288720026768003, , , , , , , , , , , , , , , , , , , ,3.947980421994912, , , , , , , , , , , , , , , , , , , 
-4.0,-3.9,3.844710198296185, , , , , , , , , , , , , , , , , , , ,3.863432522948475, , , , , , , , , , , , , , , , , , , 
-4.0,-3.8,3.761079443276099, , , , , , , , , , , , , , , , , , , ,3.779419229253296, , , , , , , , , , , , , , , , , , , 
-4.0,-3.7,3.6780154286127216, , , , , , , , , , , , , , , , , , , ,3.695976473210404, , , , , , , , , , , , , , , , , , , 
-4.0,-3.6,3.5955559882692176, , , , , , , , , , , , , , , , , , , ,3.6131423447619575, , , , , , , , , , , , , , , , , , , 
-4.0,-3.5,3.513741118810632, , , , , , , , , , , , , , , , , , , ,3.530957111344226, , , , , , , , , , , , , , , , , , , 
-4.0,-3.4,3.43261297026525, , , , , , , , , , , , , , , , , , , ,3.449463208807261, , , , , , , , , , , , , , , , , , , 
-4.0,-3.3,3.3522158016705044, , , , , , , , , , , , , , , , , , , ,3.3687051968259762, , , , , , , , , , , , , , , , , , , 
-4.0,-3.2,3.2725958942332403, , , , , , , , , , , , , , , , , , , ,3.2887296716978733, , , , , , , , , , , , , , , , , , , 
-4.0,-3.1,3.19380141470113, , , , , , , , , , , , , , , , , , , ,3.2095851290894553, , , , , , , , , , , , , , , , , , , 
-4.0,-3.0,3.1158822214993904, , , , , , , , , , , , , , , , , , , ,3.1313217692535966, , , , , , , , , , , , , , , , , , , 
-4.0,-2.9,3.0388896065427957, , , , , , , , , , , , , , , , , , , ,3.053991237599022, , , , , , , , , , , , , , , , , , , 
-4.0,-2.8,2.9628759664995243, , , , , , , , , , , , , , , , , , , ,2.977646294368121, , , , , , , , , , , , , , , , , , , 
-4.0,-2.7,2.8878943987705377, , , , , , , , , , , , , , , , , , , ,2.902340408675021, , , , , , , , , , , , , , , , , , , 
-4.0,-2.6,2.813998219639587, , , , , , , , , , , , , , , , , , , ,2.8281272743618664, , , , , , , , , , , , , , , , , , , 
-4.0,-2.5,2.7412404049933503, , , , , , , , , , , , , , , , , , , ,2.755060248090416, , , , , , , , , , , , , , , , , , , 
-4.0,-2.4,2.6696729576866423, , , , , , , , , , , , , , , , , , , ,2.683191713780756, , , , , , , , , , , , , , , , , , , 
-4.0,-2.3,2.5993462099329423, , , , , , , , , , , , , , , , , , , ,2.612572381833345, , , , , , , , , , , , , , , , , , , 
-4.0,-2.2,2.530308073826861, , , , , , , , , , , , , , , , , , , ,2.5432505363171978, , , , , , , , , , , , , , , , , , , 
-4.0,-2.1,2.462603257939647, , , , , , , , , , , , , , , , , , , ,2.47527124815921, , , , , , , , , , , , , , , , , , , 
-4.0,-2.0,2.3962724724574276, , , , , , , , , , , , , , , , , , , ,2.408675576913633, , , , , , , , , , , , , , , , , , , 
-4.0,-1.9,2.3313516490773822, , , , , , , , , , , , , , , , , , , ,2.34349978744584, , , , , , , , , , , , , , , , , , , 
-4.0,-1.7999999999999998,2.2678712043449147, , , , , , , , , , , , , , , , , , , ,2.279774610335931, , , , , , , , , , , , , , , , , , , 
-4.0,-1.7000000000000002,2.2058553758663892, , , , , , , , , , , , , , , , , , , ,2.2175245755559096, , , , , , , , , , , , , , , , , , , 
-4.0,-1.6,2.145321659558393, , , , , , , , , , , , , , , , , , , ,2.156767447689455, , , , , , , , , , , , , , , , , , , 
-4.0,-1.5,2.0862803726824963, , , , , , , , , , , , , , , , , , , ,2.0975137875340564, , , , , , , , , , , , , , , , , , , 
-4.0,-1.4,2.0287343619938936, , , , , , , , , , , , , , , , , , , ,2.039766659482091, , , , , , , , , , , , , , , , , , , 
-4.0,-1.2999999999999998,1.972678869279687, , , , , , , , , , , , , , , , , , , ,1.983521496998828, , , , , , , , , , , , , , , , , , , 
-4.0,-1.2000000000000002,1.9181015584676349, , , , , , , , , , , , , , , , , , , ,1.9287661303934145, , , , , , , , , , , , , , , , , , , 
-4.0,-1.1,1.864982700074946, , , , , , , , , , , , , , , , , , , ,1.8754809726420296, , , , , , , , , , , , , , , , , , , 
